"","dis_prep","dis_soc","dis_exp","dis_perception","dis_stepshelp","dis_confidence","dis_awareness_effect","dis_awareness_count","dis_prepactions_count","disability","care","numchild","numadult","homeownership","income_agg","rurality","age"
"6266",4,2,2,4,4,4,2,4,1,0,0,0,2,0,2,0,3
"6267",2,2,2,1,4,4,0,1,1,0,0,0,3,0,1,0,3
"6268",4,3,2,2,4,5,0,1,1,0,0,0,1,1,3,0,3
"6269",4,5,3,3,5,4,3,4,6,1,0,0,2,1,3,0,3
"6270",6,6,3,3,4,5,3,4,6,0,0,0,2,1,1,0,7
"6271",5,6,3,3,5,5,2,11,3,0,0,1,2,1,2,0,5
"6272",3,4,2,1,3,3,2,3,3,0,0,0,1,0,1,0,8
"6273",4,3,2,1,4,4,2,5,1,0,0,0,1,0,2,0,3
"6274",5,5,3,3,5,4,3,9,9,1,1,0,2,1,2,0,7
"6275",6,6,2,3,4,4,2,3,1,0,0,0,3,1,2,0,5
"6276",6,6,3,3,6,6,3,11,9,0,1,2,2,1,3,0,3
"6277",4,2,3,2,4,4,2,6,3,1,0,0,2,1,2,0,7
"6278",4,5,2,4,5,4,3,4,4,0,0,2,2,0,1,0,3
"6279",5,5,3,3,5,4,3,8,6,1,0,2,4,1,2,0,4
"6280",4,6,2,3,5,6,3,5,7,0,0,0,2,1,2,1,6
"6281",5,5,2,3,4,5,3,6,5,0,0,1,3,0,2,0,3
"6282",4,4,2,4,6,5,3,11,3,1,0,0,2,0,2,0,4
"6283",4,2,3,3,4,3,2,8,1,1,0,0,2,1,2,0,3
"6284",5,6,2,3,6,6,3,2,2,1,0,0,3,1,3,0,5
"6285",2,3,2,3,3,4,2,4,1,0,0,0,1,0,1,0,6
"6286",5,6,3,4,5,5,3,7,7,0,0,1,3,1,2,0,4
"6287",2,1,2,3,4,1,2,2,1,0,0,0,2,1,1,0,8
"6288",4,3,2,3,4,4,2,3,1,0,0,4,6,1,3,0,3
"6289",5,5,3,3,5,5,3,2,4,0,0,0,1,1,2,0,4
"6290",5,2,2,3,5,5,2,2,2,0,0,0,4,1,1,0,2
"6291",4,3,3,3,4,4,2,4,2,0,1,0,2,1,2,0,3
"6292",4,4,2,4,6,5,3,5,5,0,0,1,2,1,3,0,2
"6293",4,3,3,4,6,6,3,1,1,1,1,0,1,1,1,1,6
"6294",5,6,2,4,6,6,3,8,8,0,0,0,5,1,1,0,2
"6295",5,5,2,4,6,6,3,8,8,0,0,0,4,1,2,0,4
"6296",6,6,3,4,6,6,3,7,4,1,0,0,3,1,1,0,2
"6297",5,6,3,4,6,3,3,3,3,0,0,0,4,0,1,0,2
"6298",5,6,3,3,5,4,3,4,2,0,0,0,2,0,1,0,4
"6299",3,5,3,3,4,4,3,4,4,1,0,2,2,1,2,0,3
"6300",3,4,2,3,4,4,3,2,2,0,0,0,3,0,1,0,3
"6301",4,5,2,3,4,4,3,7,8,1,1,0,3,1,3,0,6
"6302",5,3,3,4,6,4,3,1,1,1,1,2,1,0,1,0,2
"6303",5,6,2,4,6,6,3,10,7,0,0,2,4,1,3,0,5
"6304",3,4,3,4,6,4,1,1,1,1,0,2,2,0,1,0,2
"6305",4,1,3,4,6,6,3,2,1,1,1,1,4,0,1,1,3
"6306",2,2,2,2,2,3,0,1,1,0,0,0,2,1,2,0,4
"6307",4,3,3,3,6,6,3,6,5,0,0,0,2,1,2,0,3
"6308",6,6,3,3,6,5,3,8,7,0,0,0,1,0,1,0,3
"6309",4,6,3,3,5,5,3,8,6,0,0,0,1,1,2,0,4
"6310",4,4,2,1,6,4,3,4,3,0,1,2,1,0,1,0,3
"6311",5,5,2,3,5,5,3,6,4,0,0,2,6,1,2,1,7
"6312",2,5,2,4,6,5,2,3,1,0,0,0,1,0,3,0,3
"6313",4,2,2,3,6,4,2,1,1,0,0,1,2,0,1,0,4
"6314",5,5,2,3,5,5,3,2,3,0,0,3,1,0,1,0,3
"6315",3,3,2,1,5,4,3,4,2,0,0,1,3,1,2,0,4
"6316",4,3,3,3,6,4,0,1,2,0,0,2,2,1,3,0,5
"6317",2,2,2,4,6,6,3,4,5,0,0,1,4,0,1,1,2
"6318",5,4,3,3,5,6,2,2,2,0,0,2,3,1,2,1,6
"6319",4,5,2,4,5,3,3,1,1,0,0,2,4,0,1,0,4
"6320",3,3,2,4,6,6,3,8,6,1,0,1,4,0,1,0,5
"6321",5,6,3,3,6,6,3,6,7,0,1,2,4,1,2,1,2
"6322",3,3,2,3,4,4,2,1,1,0,0,0,1,1,2,0,7
"6323",4,4,2,4,6,5,2,6,3,0,0,2,3,0,2,0,3
"6324",4,4,2,4,5,4,2,6,1,0,0,2,2,1,3,0,3
"6325",5,4,3,3,6,5,2,3,1,1,0,0,1,0,1,0,5
"6326",2,5,2,2,6,6,3,6,2,0,0,1,6,1,1,0,2
"6327",5,6,3,3,5,5,3,6,7,1,0,0,4,0,2,0,2
"6328",4,4,3,4,6,4,3,7,4,0,0,0,4,0,2,0,6
"6329",5,5,3,3,5,3,3,3,3,0,1,0,3,1,2,0,5
"6330",4,3,3,3,3,3,0,1,1,1,0,1,2,1,1,0,4
"6331",2,1,2,1,1,1,0,1,1,0,0,0,1,1,1,0,7
"6332",4,5,3,3,4,4,3,5,3,0,0,0,1,1,2,0,4
"6333",3,3,2,2,6,6,2,11,1,0,0,1,3,0,1,1,6
"6334",5,6,3,3,6,6,3,6,4,1,1,0,3,0,1,0,6
"6335",5,4,2,4,6,6,2,4,3,0,0,2,2,1,2,0,3
"6336",5,6,2,3,5,4,3,5,4,0,0,2,4,1,3,0,4
"6337",5,6,3,4,6,6,3,4,3,0,0,0,2,1,2,1,3
"6338",5,6,3,2,5,5,3,9,11,1,0,0,3,1,3,0,7
"6339",5,4,3,3,5,5,3,3,3,1,0,0,2,1,1,0,8
"6340",3,5,2,2,4,4,3,1,1,0,0,0,2,1,2,0,7
"6341",6,6,3,4,6,6,3,12,12,1,1,0,2,0,1,0,5
"6342",5,4,3,3,6,5,3,4,5,1,1,0,2,1,3,0,7
"6343",4,4,2,3,4,5,2,4,3,0,0,0,2,1,3,0,5
"6344",3,5,2,3,6,6,3,4,4,0,0,1,2,1,2,0,4
"6345",6,6,2,4,6,6,3,12,8,0,0,3,5,1,3,0,3
"6346",4,4,2,4,5,5,2,2,2,0,0,0,2,1,3,0,3
"6347",5,3,3,3,5,5,3,8,4,1,0,4,2,0,1,0,3
"6348",5,4,3,3,5,5,3,6,3,0,0,2,2,0,2,0,2
"6349",4,3,3,2,5,4,0,1,3,0,0,0,2,0,3,0,3
"6350",2,3,2,1,5,5,2,4,5,0,0,1,1,0,1,0,3
"6351",4,3,2,3,4,4,0,1,4,0,0,0,3,1,3,0,7
"6352",4,3,3,3,4,5,0,1,1,1,0,0,1,0,1,0,7
"6353",4,5,2,2,6,5,3,5,4,0,1,1,2,1,3,1,4
"6354",2,1,3,3,4,4,2,3,1,1,1,0,2,1,2,0,7
"6355",4,5,3,1,4,4,2,5,4,0,0,1,2,1,3,0,4
"6356",4,5,3,3,5,4,3,5,5,1,1,0,2,1,2,0,2
"6357",5,6,2,3,5,5,3,2,4,0,1,1,7,1,1,0,6
"6358",2,2,3,1,4,6,0,1,1,0,0,0,2,1,3,0,6
"6359",4,6,2,2,4,5,1,3,3,0,0,0,1,1,1,0,5
"6360",4,3,2,3,1,4,3,7,4,0,0,1,2,0,1,0,4
"6361",5,6,3,3,6,5,3,6,6,0,0,0,2,0,2,0,7
"6362",5,6,3,4,6,5,3,7,5,1,0,0,1,0,1,0,5
"6363",6,6,3,4,6,6,3,10,11,1,0,0,1,1,2,0,2
"6364",5,6,3,3,5,5,0,1,2,1,1,0,2,0,1,0,7
"6365",1,1,1,3,5,4,2,2,3,1,1,1,1,1,2,0,4
"6366",2,2,2,3,6,4,2,2,2,0,0,1,2,0,1,0,3
"6367",2,3,2,3,5,4,3,1,2,0,0,0,4,0,1,0,2
"6368",3,2,3,4,6,5,3,1,1,0,0,0,2,0,2,0,5
"6369",5,1,2,3,4,4,3,4,2,0,0,1,4,1,3,0,7
"6370",5,6,3,4,6,6,3,5,4,0,0,0,2,1,3,0,5
"6371",2,1,1,2,2,2,0,1,1,0,0,0,3,1,1,0,3
"6372",5,6,3,3,6,5,3,4,12,1,1,2,4,0,1,0,3
"6373",2,2,2,2,3,4,0,1,1,0,0,0,1,1,2,0,7
"6374",3,2,2,3,6,4,2,1,1,1,0,0,3,1,2,0,5
"6375",5,6,3,3,6,6,3,8,7,0,0,2,1,1,3,0,4
"6376",2,4,2,3,6,5,3,8,7,0,0,2,2,0,1,0,3
"6377",5,5,3,3,5,5,3,12,12,1,0,0,3,1,3,0,7
"6378",4,4,2,4,6,4,2,7,1,0,0,2,2,1,3,0,5
"6379",6,6,3,3,6,6,3,12,4,0,0,0,1,1,1,0,8
"6380",4,5,2,2,4,3,3,7,5,0,0,0,2,1,1,0,7
"6381",4,5,3,3,5,5,2,4,9,0,0,0,2,0,1,0,2
"6382",4,4,3,4,6,3,2,5,2,0,0,2,2,1,2,0,4
"6383",4,3,2,3,6,4,1,1,1,0,0,0,1,0,2,0,3
"6384",3,3,2,2,5,4,3,5,4,0,0,0,2,0,1,0,3
"6385",3,3,3,1,3,4,3,4,1,0,0,2,2,1,2,0,5
"6386",4,4,2,4,6,4,3,4,3,0,0,0,5,0,1,0,3
"6387",4,3,2,2,5,4,2,5,1,0,0,0,1,0,2,0,2
"6388",4,4,2,1,5,4,3,3,3,0,0,0,2,0,1,0,2
"6389",5,5,2,1,4,5,3,5,1,0,0,0,2,0,1,0,3
"6390",3,4,3,3,6,5,3,2,4,0,0,2,2,0,3,0,5
"6391",4,4,2,3,5,5,3,5,3,0,0,2,5,1,2,0,3
"6392",5,5,3,3,5,5,3,10,8,0,0,4,2,0,3,0,3
"6393",5,6,3,3,4,4,3,6,5,0,0,1,6,0,3,0,5
"6394",5,6,2,3,4,5,3,2,3,0,0,0,1,1,1,0,6
"6395",6,6,3,3,6,6,3,11,7,1,0,1,1,0,3,0,5
"6396",4,4,2,3,6,6,3,3,3,0,0,3,3,0,1,0,3
"6397",4,4,2,3,5,3,2,2,1,0,0,0,1,0,2,0,6
"6398",4,6,3,3,5,5,3,1,2,0,0,3,2,1,1,0,3
"6399",6,3,2,1,4,4,0,1,1,0,1,1,4,0,1,0,3
"6400",3,4,2,1,4,2,3,5,2,1,0,0,3,1,1,0,3
"6401",5,6,3,4,6,6,3,12,12,0,0,1,3,1,1,0,5
"6402",2,3,2,3,6,4,3,1,2,0,0,0,2,0,1,1,3
"6403",5,4,2,3,6,4,3,4,5,0,1,2,5,0,1,0,3
"6404",2,4,2,3,3,2,2,2,2,1,0,0,2,0,2,0,5
"6405",5,6,2,2,4,5,3,5,4,0,0,0,2,1,2,0,5
"6406",3,3,3,3,6,4,0,1,1,0,0,0,3,0,3,0,4
"6407",5,6,3,2,4,5,3,7,5,1,1,0,2,1,3,0,8
"6408",3,4,3,3,5,4,2,6,3,1,0,0,2,0,1,0,4
"6409",3,4,3,3,4,4,3,3,3,0,0,0,2,0,1,0,3
"6410",2,2,3,3,4,4,3,3,1,1,1,0,4,0,2,0,5
"6411",3,2,2,1,5,4,0,1,1,0,0,1,4,1,3,0,5
"6412",5,5,3,3,6,5,3,6,4,0,0,0,5,1,3,0,2
"6413",6,6,3,3,5,5,3,4,6,1,0,0,2,0,2,0,1
"6414",5,3,2,2,3,4,3,1,3,0,0,1,2,0,1,0,2
"6415",4,5,3,3,6,6,3,6,7,0,0,0,3,0,2,0,5
"6416",2,4,3,4,6,6,3,5,4,0,0,2,4,0,1,0,3
"6417",4,6,2,2,3,4,3,3,4,1,1,0,1,1,1,0,8
"6418",4,4,3,3,4,6,3,5,4,0,0,0,2,0,1,0,2
"6419",5,6,3,3,5,5,3,5,4,0,0,0,3,1,1,0,5
"6420",2,3,2,2,3,3,2,1,1,0,0,0,1,1,1,1,8
"6421",2,4,2,3,6,4,0,1,1,0,0,0,1,1,3,0,8
"6422",4,1,2,3,4,6,2,2,2,1,0,0,2,0,1,0,8
"6423",4,6,3,3,5,5,3,3,4,1,1,0,2,1,3,1,8
"6424",2,2,3,2,5,5,0,1,1,0,0,0,1,0,1,0,7
"6425",3,4,2,3,4,4,0,1,1,0,0,0,2,1,1,0,8
"6426",5,6,3,3,4,4,3,1,1,0,0,0,1,0,1,0,2
"6427",6,5,3,3,5,5,3,8,7,1,1,0,2,1,2,0,6
"6428",4,5,3,1,1,2,3,1,3,0,0,0,2,1,2,0,8
"6429",6,6,3,4,6,6,3,8,7,0,1,0,2,0,1,0,3
"6430",6,5,3,3,5,5,3,10,9,1,1,0,4,1,1,0,6
"6431",2,2,2,3,4,6,0,1,1,0,0,0,1,1,1,0,8
"6432",5,5,3,3,6,5,3,9,4,0,0,0,3,0,1,0,2
"6433",4,6,3,4,5,6,3,8,7,0,1,0,2,1,1,0,4
"6434",4,6,3,3,5,5,3,6,6,0,0,1,2,1,2,0,4
"6435",4,3,3,2,6,5,3,4,2,1,1,0,2,0,1,0,2
"6436",4,6,3,4,6,4,3,8,8,0,1,0,4,0,2,0,3
"6437",4,1,3,4,6,1,0,1,1,1,1,2,1,1,1,0,3
"6438",4,5,3,3,6,6,3,5,1,1,0,1,1,1,1,0,4
"6439",4,5,3,3,5,5,3,3,3,0,0,1,1,1,1,0,2
"6440",6,6,3,4,5,4,3,5,4,1,0,0,3,1,1,0,5
"6441",6,6,3,4,6,6,3,3,4,0,0,1,2,1,2,0,4
"6442",5,5,3,3,5,5,3,7,6,0,1,1,1,1,1,0,4
"6443",5,6,3,4,6,5,3,11,11,0,0,1,3,1,1,0,2
"6444",4,6,3,4,6,6,3,3,3,0,0,0,2,1,1,0,4
"6445",5,6,3,3,5,6,3,1,3,1,0,1,4,1,1,0,4
"6446",5,5,3,3,6,6,3,5,3,1,0,0,2,1,1,0,6
"6447",4,4,3,3,6,4,3,2,2,1,0,1,2,1,1,0,2
"6448",5,5,3,4,6,5,3,4,3,0,0,1,3,1,1,0,3
"6449",4,6,3,3,5,3,3,4,3,0,0,1,3,1,1,0,2
"6450",5,4,3,3,6,4,3,11,7,0,0,0,2,0,1,0,2
"6451",4,6,3,3,6,5,3,4,6,0,0,0,2,0,1,0,4
"6452",5,6,3,4,5,6,3,5,6,0,0,0,2,1,1,0,5
"6453",5,5,3,4,6,4,3,10,7,0,0,4,2,0,1,0,3
"6454",6,5,1,3,6,4,3,1,1,0,0,0,5,0,1,0,4
"6455",4,5,3,4,6,3,3,5,4,1,0,1,2,1,1,0,4
"6456",5,6,3,3,4,4,3,7,6,0,0,1,3,1,2,0,5
"6457",4,4,1,3,5,4,3,6,4,1,1,0,2,1,1,0,5
"6458",4,4,3,4,5,6,3,1,3,0,0,0,1,1,1,0,5
"6459",4,5,3,4,5,5,3,5,3,0,1,0,4,1,2,0,4
"6460",4,6,3,4,5,6,3,2,3,0,0,1,3,0,1,0,4
"6461",4,5,3,3,6,5,3,3,5,0,0,0,1,1,2,0,4
"6462",5,6,3,4,6,6,3,11,12,1,1,2,3,1,1,0,4
"6463",4,6,3,3,6,5,3,9,9,0,1,0,2,1,1,0,6
"6464",5,6,3,4,6,6,3,11,11,0,0,4,6,0,1,0,4
"6465",4,3,3,4,3,2,0,1,1,1,0,0,4,1,1,0,2
"6466",6,6,3,3,6,6,3,4,3,0,0,3,2,0,1,0,2
"6467",3,2,2,3,5,5,3,1,1,1,1,1,1,0,1,0,3
"6468",3,4,3,4,6,5,3,6,6,0,1,1,1,1,1,0,2
"6469",4,6,3,4,6,2,3,5,5,0,0,1,3,0,1,0,4
"6470",5,6,3,3,4,4,3,2,2,0,0,0,2,1,3,0,4
"6471",4,5,2,3,5,5,3,2,2,1,1,0,2,1,1,0,8
"6472",4,5,3,3,4,6,3,3,3,0,0,0,4,1,3,0,8
"6473",4,2,3,4,6,6,3,4,3,0,0,2,2,1,3,0,3
"6474",5,6,3,4,6,6,3,5,6,0,0,4,2,1,3,0,4
"6475",5,5,3,4,4,4,3,3,4,0,0,1,3,1,2,0,5
"6476",4,6,3,3,5,5,3,8,9,0,0,0,2,1,3,0,7
"6477",5,3,2,2,5,3,3,5,3,0,1,0,5,1,3,0,5
"6478",4,6,3,3,4,5,2,8,5,0,0,0,2,1,3,0,5
"6479",4,5,2,4,6,4,3,3,4,0,0,1,2,0,3,0,4
"6480",5,6,3,4,5,6,3,5,3,0,1,3,5,1,3,0,4
"6481",2,1,1,3,1,3,0,1,1,0,0,1,2,1,2,1,2
"6482",4,5,3,1,4,5,3,3,2,0,0,0,1,1,2,0,7
"6483",3,4,3,2,6,6,0,1,1,0,0,1,2,0,1,0,3
"6484",3,2,3,3,5,5,2,3,2,0,0,1,2,0,3,0,3
"6485",4,4,3,4,6,6,3,8,4,0,1,0,2,0,1,0,6
"6486",5,6,2,3,6,5,3,4,2,1,0,0,1,0,1,0,5
"6487",4,3,3,3,5,4,2,4,2,0,0,0,4,1,1,0,3
"6488",4,1,3,3,5,5,2,2,3,0,1,2,5,1,3,0,5
"6489",4,4,3,3,4,5,3,6,7,0,0,0,1,1,2,0,6
"6490",2,1,2,1,1,1,0,1,1,0,0,0,1,0,1,1,3
"6491",5,5,3,4,5,6,3,10,9,0,0,2,2,1,3,0,3
"6492",6,6,3,4,6,6,3,11,8,0,0,1,3,1,3,0,7
"6493",2,1,1,1,1,1,0,1,1,0,0,0,1,1,3,0,5
"6494",2,3,2,2,4,4,0,1,1,0,0,0,1,0,1,0,6
"6495",6,6,3,4,6,5,3,3,4,0,0,2,5,1,1,0,4
"6496",5,6,3,3,5,6,3,6,9,1,0,0,2,1,3,0,7
"6497",4,4,2,3,6,5,3,2,2,0,0,3,2,1,3,0,3
"6498",5,6,3,3,4,4,3,7,6,0,1,0,2,1,2,0,6
"6499",5,5,3,4,6,4,3,9,7,1,1,1,3,1,1,0,2
"6500",4,5,3,3,4,4,3,5,3,0,0,2,4,1,3,0,3
"6501",4,4,1,1,6,5,3,8,8,0,1,0,1,0,2,0,3
"6502",5,6,2,1,4,4,3,4,4,0,0,0,2,1,2,1,6
"6503",6,6,3,3,5,4,3,7,7,1,0,0,1,1,1,1,7
"6504",4,6,2,1,5,5,3,8,10,0,0,0,3,0,3,0,4
"6505",2,5,3,4,6,6,3,8,6,0,0,2,4,1,3,0,4
"6506",5,1,2,4,6,5,3,8,4,0,0,0,1,0,2,0,4
"6507",2,4,2,3,6,6,3,4,2,0,0,2,2,1,3,0,5
"6508",3,3,2,2,3,3,2,3,2,1,1,3,3,1,1,0,4
"6509",2,2,2,2,5,5,0,1,1,0,0,0,2,1,1,0,5
"6510",5,5,1,3,4,4,3,4,5,0,0,0,3,0,2,0,2
"6511",3,1,3,3,4,4,3,8,5,0,0,0,2,1,1,0,5
"6512",4,5,2,3,6,6,3,5,5,0,0,0,4,0,1,0,2
"6513",3,4,3,3,6,6,3,3,2,0,0,0,2,0,1,0,4
"6514",4,6,3,2,6,5,3,7,4,0,0,0,2,1,1,1,6
"6515",4,5,2,4,6,5,3,4,4,0,0,0,2,0,1,0,2
"6516",4,4,2,2,5,6,2,3,3,0,0,0,3,1,2,0,6
"6517",4,3,2,3,5,5,2,7,3,0,0,0,2,1,2,0,2
"6518",4,1,2,3,5,5,3,5,1,0,0,1,2,1,3,0,6
"6519",4,4,2,3,5,5,3,4,5,0,0,2,2,1,3,0,5
"6520",4,3,2,3,6,5,3,6,4,0,0,2,2,1,3,0,4
"6521",3,3,3,3,2,2,3,1,1,1,0,2,2,0,2,0,2
"6522",2,3,3,1,4,3,2,1,1,0,0,0,1,1,1,0,6
"6523",5,6,3,2,3,6,3,7,1,0,0,0,3,1,2,0,6
"6524",5,6,3,2,5,4,2,2,2,0,0,0,1,1,1,0,7
"6525",4,5,3,3,5,5,3,5,4,0,0,2,2,1,3,0,3
"6526",4,3,2,3,5,4,3,4,2,0,0,0,2,0,1,0,3
"6527",5,6,3,4,6,6,3,5,4,0,0,2,2,1,3,0,3
"6528",4,4,3,2,6,6,3,3,3,1,1,1,2,1,2,0,3
"6529",4,3,3,3,6,6,3,6,6,0,0,1,2,0,1,0,3
"6530",4,4,3,3,6,4,3,8,8,0,0,2,2,0,1,1,4
"6531",3,4,1,1,6,6,2,3,1,0,0,0,2,0,1,0,2
"6532",4,2,2,3,3,3,3,3,1,1,1,2,2,0,1,0,2
"6533",4,5,2,3,4,5,3,3,6,0,0,1,2,1,2,0,4
"6534",5,3,2,2,4,4,3,2,2,0,0,1,4,1,2,0,1
"6535",4,4,2,4,5,5,3,3,6,1,0,0,2,1,1,0,4
"6536",5,5,2,3,6,6,3,3,6,0,0,2,3,0,1,0,3
"6537",4,4,3,3,5,4,3,2,2,0,0,1,2,1,2,0,2
"6538",2,2,1,1,5,3,2,4,1,0,0,1,2,0,1,0,2
"6539",4,5,3,3,6,6,3,9,7,0,0,1,2,1,1,0,2
"6540",4,4,3,3,5,5,3,6,6,0,0,0,2,1,2,0,7
"6541",2,2,2,2,2,5,0,1,1,0,0,0,4,1,1,0,5
"6542",4,6,2,3,6,6,3,10,10,0,0,0,2,1,2,0,4
"6543",5,6,3,3,6,6,3,5,5,0,0,0,2,1,2,0,6
"6544",3,5,2,2,3,4,3,6,1,1,1,0,3,1,1,0,2
"6545",4,6,3,4,6,5,3,9,6,0,0,1,2,1,2,0,4
"6546",3,2,2,3,6,6,3,6,3,0,0,2,2,1,3,0,4
"6547",5,6,3,3,6,5,3,5,4,0,1,1,2,1,2,1,6
"6548",6,6,3,4,6,6,3,6,5,0,0,3,2,1,3,0,3
"6549",4,5,3,1,5,5,3,4,3,1,0,0,1,1,2,0,6
"6550",1,2,1,1,3,1,0,1,1,0,0,1,2,0,1,0,3
"6551",4,5,2,3,5,5,3,6,6,0,0,2,2,1,3,0,3
"6552",5,5,3,4,6,6,3,2,1,0,1,0,1,1,3,0,3
"6553",2,2,2,2,1,6,0,1,1,1,0,0,5,1,1,0,2
"6554",4,3,2,3,5,4,3,4,5,1,1,0,3,1,2,0,3
"6555",4,4,3,1,6,5,2,4,1,0,0,0,2,1,1,0,6
"6556",4,5,3,2,5,6,3,3,1,0,0,1,2,1,2,0,2
"6557",5,6,3,4,6,6,3,12,12,0,0,0,3,1,2,0,4
"6558",5,6,3,4,6,6,3,4,4,0,0,1,1,1,2,0,2
"6559",5,5,3,4,5,6,3,9,5,0,0,1,3,1,3,0,3
"6560",4,3,2,3,6,4,3,6,4,0,1,3,2,1,3,0,4
"6561",3,4,2,4,6,4,0,1,1,0,0,0,3,1,3,1,6
"6562",4,1,2,3,6,6,3,7,6,0,0,0,2,1,2,0,7
"6563",3,4,3,3,4,5,2,7,3,0,0,0,1,0,2,0,3
"6564",5,5,2,3,6,5,3,7,8,0,0,2,2,1,2,0,3
"6565",6,6,3,3,5,6,3,6,7,0,0,2,2,1,3,0,3
"6566",6,6,3,1,5,5,3,5,7,0,0,0,1,1,1,1,6
"6567",4,6,3,4,6,6,3,8,6,0,0,2,2,1,3,0,3
"6568",6,6,3,4,6,6,3,6,6,0,1,0,2,0,2,0,4
"6569",4,2,3,1,5,5,0,1,3,0,0,0,1,0,1,0,2
"6570",2,6,3,3,5,5,3,4,5,1,1,2,4,1,3,0,4
"6571",5,5,3,3,5,6,3,9,8,1,0,0,2,1,3,0,3
"6572",5,6,3,4,6,6,3,6,10,1,1,2,2,1,3,0,3
"6573",4,3,2,1,6,6,1,3,2,0,0,2,2,0,2,0,3
"6574",2,2,2,2,4,6,2,1,1,0,0,2,2,1,3,0,1
"6575",5,6,3,3,5,5,0,1,1,0,0,0,1,1,1,1,7
"6576",4,3,2,3,4,4,2,10,5,1,1,2,4,1,2,0,2
"6577",4,5,2,4,6,6,3,3,1,0,1,2,4,1,2,1,3
"6578",4,4,3,1,4,5,3,6,7,0,0,0,3,0,1,0,3
"6579",2,2,2,4,6,4,3,8,6,0,0,9,3,0,1,0,2
"6580",3,2,3,2,3,4,1,3,2,0,0,0,2,1,3,0,6
"6581",5,5,3,4,6,5,3,9,6,0,0,1,2,0,2,0,2
"6582",2,2,2,2,4,4,2,2,1,0,0,0,2,0,3,0,2
"6583",5,5,3,4,6,6,1,2,1,0,0,2,3,1,3,1,3
"6584",5,6,3,4,5,5,3,7,5,1,1,0,4,1,1,0,5
"6585",4,6,1,3,5,5,3,4,4,0,0,0,2,1,2,0,6
"6586",4,3,2,3,5,3,3,6,5,0,0,0,1,0,1,0,5
"6587",6,6,3,4,6,6,3,8,7,0,1,2,2,1,3,0,4
"6588",2,2,2,2,4,4,0,1,1,0,0,0,1,1,2,0,7
"6589",5,6,2,2,4,4,3,5,4,0,0,2,2,0,1,1,3
"6590",4,3,3,2,5,4,3,3,3,0,1,0,3,1,2,0,4
"6591",2,2,2,2,5,5,3,1,3,0,0,3,5,1,1,0,1
"6592",6,6,3,3,6,5,3,5,4,0,0,2,4,1,2,0,2
"6593",3,3,3,4,6,3,2,1,1,0,0,0,2,0,1,0,2
"6594",2,1,2,3,6,4,3,6,2,0,0,2,4,1,1,0,3
"6595",2,2,2,2,4,3,0,1,1,0,0,0,1,0,1,0,5
"6596",4,4,2,3,4,4,2,9,1,0,0,1,1,1,2,0,3
"6597",2,1,2,3,3,1,0,1,1,0,0,0,5,1,1,0,5
"6598",4,5,3,4,6,6,3,2,5,0,0,1,3,0,1,0,1
"6599",4,4,3,4,5,4,3,9,4,1,0,2,2,1,2,0,2
"6600",4,5,3,3,5,5,3,5,2,0,1,2,2,1,2,0,4
"6601",2,1,1,1,1,1,0,1,1,0,0,0,1,1,2,0,5
"6602",4,6,3,1,3,4,3,1,1,0,1,0,2,1,1,0,3
"6603",5,4,3,3,6,4,3,3,3,1,1,0,2,0,1,0,2
"6604",6,6,3,3,4,6,3,4,2,1,0,0,2,1,3,0,5
"6605",4,4,3,3,5,5,3,3,4,0,0,0,1,0,1,0,3
"6606",3,4,2,2,4,4,3,5,1,0,0,2,2,1,3,0,4
"6607",2,5,3,4,6,5,3,3,1,0,0,0,1,1,2,0,5
"6608",4,4,3,3,4,4,3,2,2,0,0,0,4,0,2,0,2
"6609",1,2,2,1,4,3,0,1,1,0,0,0,3,1,1,0,6
"6610",5,4,2,3,4,4,1,5,3,0,0,0,2,1,2,0,3
"6611",4,4,3,2,5,4,3,3,3,0,0,0,2,0,1,0,3
"6612",5,3,2,3,5,5,3,2,1,1,1,0,2,1,1,0,2
"6613",4,4,3,4,5,6,3,7,5,0,0,0,2,1,3,0,4
"6614",2,4,2,1,4,5,0,1,1,1,1,0,1,0,1,0,5
"6615",1,1,3,3,4,4,0,1,1,0,0,0,2,1,2,0,3
"6616",6,6,3,4,6,6,3,1,2,0,0,0,3,1,1,0,2
"6617",3,5,3,4,5,4,3,5,4,0,1,3,4,1,3,0,4
"6618",4,5,3,4,6,6,3,1,4,0,0,1,2,0,1,0,6
"6619",3,4,3,3,4,4,3,1,1,1,0,1,3,0,1,0,2
"6620",4,2,2,3,5,5,2,1,1,0,0,0,2,1,3,0,3
"6621",3,3,2,3,4,3,2,3,2,0,1,0,3,1,3,0,3
"6622",5,6,3,4,6,5,3,8,7,0,0,0,2,1,3,0,4
"6623",2,5,3,4,6,6,3,2,3,0,0,3,5,1,2,0,3
"6624",5,3,3,3,4,4,1,1,1,0,0,0,3,1,1,0,2
"6625",3,2,2,4,6,6,2,2,2,0,0,2,2,1,2,0,3
"6626",5,6,3,4,6,5,3,6,3,1,1,0,3,0,1,0,6
"6627",2,3,2,3,4,4,3,4,4,0,0,0,1,0,1,0,7
"6628",3,3,1,3,6,5,3,2,2,1,1,2,2,1,1,0,2
"6629",5,6,3,4,6,5,3,9,4,0,0,0,1,1,1,0,5
"6630",5,6,2,2,5,5,3,7,2,0,0,0,2,1,2,0,6
